==11544== NVPROF is profiling process 11544, command: ./inverse_bench tests/simpleMean/large_5_64_64.mats
==11544== Profiling application: ./inverse_bench tests/simpleMean/large_5_64_64.mats
==11544== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*      Size  Throughput           Device   Context    Stream          ID   Parent ID         Parent Block  Name
889.73ms  7.9040us              (1 1 1)        (64 1 1)        20        4B        0B         -           -  GeForce GTX TIT         1         7         518           -                    -  normalizeRow(float**, float**, int, int) [4629]
889.78ms  131.30us              (1 1 1)        (64 1 1)        20      768B      192B         -           -  GeForce GTX TIT         1         7         519           -                    -  transform_matrix(float**, float**, int, int, int) [4636]
889.92ms  5.5690us              (1 1 1)       (256 1 1)        14  2.0480KB        0B         -           -  GeForce GTX TIT         1       176         520           -                    -  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>) [4643]
889.93ms  1.7600us                    -               -         -         -         -        4B  2.2727MB/s  GeForce GTX TIT         1         7           -           -                    -  [CUDA memcpy DtoH]
890.00ms  7.9040us              (1 1 1)        (64 1 1)        20        4B        0B         -           -  GeForce GTX TIT         1         7         521           -                    -  normalizeRow(float**, float**, int, int) [4653]
890.06ms  130.79us              (1 1 1)        (64 1 1)        20      768B      192B         -           -  GeForce GTX TIT         1         7         522           -                    -  transform_matrix(float**, float**, int, int, int) [4660]
890.23ms  5.7600us              (1 1 1)       (256 1 1)        14  2.0480KB        0B         -           -  GeForce GTX TIT         1       177         523           -                    -  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>) [4667]
890.24ms  1.9520us                    -               -         -         -         -        4B  2.0492MB/s  GeForce GTX TIT         1         7           -           -                    -  [CUDA memcpy DtoH]
890.31ms  8.1600us              (1 1 1)        (64 1 1)        20        4B        0B         -           -  GeForce GTX TIT         1         7         524           -                    -  normalizeRow(float**, float**, int, int) [4677]
890.36ms  131.14us              (1 1 1)        (64 1 1)        20      768B      192B         -           -  GeForce GTX TIT         1         7         525           -                    -  transform_matrix(float**, float**, int, int, int) [4684]
890.50ms  5.7290us              (1 1 1)       (256 1 1)        14  2.0480KB        0B         -           -  GeForce GTX TIT         1       178         526           -                    -  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>) [4691]
890.51ms  1.9200us                    -               -         -         -         -        4B  2.0833MB/s  GeForce GTX TIT         1         7           -           -                    -  [CUDA memcpy DtoH]
890.58ms  7.9360us              (1 1 1)        (64 1 1)        20        4B        0B         -           -  GeForce GTX TIT         1         7         527           -                    -  normalizeRow(float**, float**, int, int) [4701]
890.63ms  131.20us              (1 1 1)        (64 1 1)        20      768B      192B         -           -  GeForce GTX TIT         1         7         528           -                    -  transform_matrix(float**, float**, int, int, int) [4708]
890.77ms  5.6000us              (1 1 1)       (256 1 1)        14  2.0480KB        0B         -           -  GeForce GTX TIT         1       179         529           -                    -  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>) [4715]
890.78ms  1.7600us                    -               -         -         -         -        4B  2.2727MB/s  GeForce GTX TIT         1         7           -           -                    -  [CUDA memcpy DtoH]
890.85ms  7.9680us              (1 1 1)        (64 1 1)        20        4B        0B         -           -  GeForce GTX TIT         1         7         530           -                    -  normalizeRow(float**, float**, int, int) [4725]
890.91ms  131.01us              (1 1 1)        (64 1 1)        20      768B      192B         -           -  GeForce GTX TIT         1         7         531           -                    -  transform_matrix(float**, float**, int, int, int) [4732]
891.05ms  5.8240us              (1 1 1)       (256 1 1)        14  2.0480KB        0B         -           -  GeForce GTX TIT         1       180         532           -                    -  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>) [4739]
891.05ms  1.7280us                    -               -         -         -         -        4B  2.3148MB/s  GeForce GTX TIT         1         7           -           -                    -  [CUDA memcpy DtoH]
891.13ms  7.9370us              (1 1 1)        (64 1 1)        20        4B        0B         -           -  GeForce GTX TIT         1         7         533           -                    -  normalizeRow(float**, float**, int, int) [4749]
891.19ms  130.95us              (1 1 1)        (64 1 1)        20      768B      192B         -           -  GeForce GTX TIT         1         7         534           -                    -  transform_matrix(float**, float**, int, int, int) [4756]
891.32ms  5.6320us              (1 1 1)       (256 1 1)        14  2.0480KB        0B         -           -  GeForce GTX TIT         1       181         535           -                    -  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>) [4763]
891.33ms  1.7600us                    -               -         -         -         -        4B  2.2727MB/s  GeForce GTX TIT         1         7           -           -                    -  [CUDA memcpy DtoH]
891.41ms  7.9680us              (1 1 1)        (64 1 1)        20        4B        0B         -           -  GeForce GTX TIT         1         7         536           -                    -  normalizeRow(float**, float**, int, int) [4773]
891.46ms  131.75us              (1 1 1)        (64 1 1)        20      768B      192B         -           -  GeForce GTX TIT         1         7         537           -                    -  transform_matrix(float**, float**, int, int, int) [4780]
891.59ms  5.6000us              (1 1 1)       (256 1 1)        14  2.0480KB        0B         -           -  GeForce GTX TIT         1       182         538           -                    -  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>) [4787]
891.60ms  1.7600us                    -               -         -         -         -        4B  2.2727MB/s  GeForce GTX TIT         1         7           -           -                    -  [CUDA memcpy DtoH]
891.67ms  7.9040us              (1 1 1)        (64 1 1)        20        4B        0B         -           -  GeForce GTX TIT         1         7         539           -                    -  normalizeRow(float**, float**, int, int) [4797]
891.73ms  131.04us              (1 1 1)        (64 1 1)        20      768B      192B         -           -  GeForce GTX TIT         1         7         540           -                    -  transform_matrix(float**, float**, int, int, int) [4804]
891.86ms  5.6960us              (1 1 1)       (256 1 1)        14  2.0480KB        0B         -           -  GeForce GTX TIT         1       183         541           -                    -  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>) [4811]
891.88ms  1.7600us                    -               -         -         -         -        4B  2.2727MB/s  GeForce GTX TIT         1         7           -           -                    -  [CUDA memcpy DtoH]
891.95ms  7.9360us              (1 1 1)        (64 1 1)        20        4B        0B         -           -  GeForce GTX TIT         1         7         542           -                    -  normalizeRow(float**, float**, int, int) [4821]
892.01ms  131.14us              (1 1 1)        (64 1 1)        20      768B      192B         -           -  GeForce GTX TIT         1         7         543           -                    -  transform_matrix(float**, float**, int, int, int) [4828]
892.15ms  5.4080us              (1 1 1)       (256 1 1)        14  2.0480KB        0B         -           -  GeForce GTX TIT         1       184         544           -                    -  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>) [4835]
892.16ms  1.7600us                    -               -         -         -         -        4B  2.2727MB/s  GeForce GTX TIT         1         7           -           -                    -  [CUDA memcpy DtoH]
892.24ms  7.9360us              (1 1 1)        (64 1 1)        20        4B        0B         -           -  GeForce GTX TIT         1         7         545           -                    -  normalizeRow(float**, float**, int, int) [4845]
892.30ms  131.52us              (1 1 1)        (64 1 1)        20      768B      192B         -           -  GeForce GTX TIT         1         7         546           -                    -  transform_matrix(float**, float**, int, int, int) [4852]
892.43ms  5.4400us              (1 1 1)       (256 1 1)        14  2.0480KB        0B         -           -  GeForce GTX TIT         1       185         547           -                    -  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>) [4859]
892.44ms  1.7920us                    -               -         -         -         -        4B  2.2321MB/s  GeForce GTX TIT         1         7           -           -                    -  [CUDA memcpy DtoH]
892.51ms  8.3840us              (1 1 1)        (64 1 1)        20        4B        0B         -           -  GeForce GTX TIT         1         7         548           -                    -  normalizeRow(float**, float**, int, int) [4869]
892.57ms  140.19us              (1 1 1)        (64 1 1)        20      768B      192B         -           -  GeForce GTX TIT         1         7         549           -                    -  transform_matrix(float**, float**, int, int, int) [4876]
892.72ms  8.1280us              (1 1 1)       (256 1 1)        14  2.0480KB        0B         -           -  GeForce GTX TIT         1       186         550           -                    -  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>) [4883]
892.73ms  1.7280us                    -               -         -         -         -        4B  2.3148MB/s  GeForce GTX TIT         1         7           -           -                    -  [CUDA memcpy DtoH]
892.80ms  7.9360us              (1 1 1)        (64 1 1)        20        4B        0B         -           -  GeForce GTX TIT         1         7         551           -                    -  normalizeRow(float**, float**, int, int) [4893]
892.85ms  131.33us              (1 1 1)        (64 1 1)        20      768B      192B         -           -  GeForce GTX TIT         1         7         552           -                    -  transform_matrix(float**, float**, int, int, int) [4900]
892.99ms  5.6000us              (1 1 1)       (256 1 1)        14  2.0480KB        0B         -           -  GeForce GTX TIT         1       187         553           -                    -  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>) [4907]
893.00ms  1.7600us                    -               -         -         -         -        4B  2.2727MB/s  GeForce GTX TIT         1         7           -           -                    -  [CUDA memcpy DtoH]
893.07ms  7.9360us              (1 1 1)        (64 1 1)        20        4B        0B         -           -  GeForce GTX TIT         1         7         554           -                    -  normalizeRow(float**, float**, int, int) [4917]
893.13ms  131.72us              (1 1 1)        (64 1 1)        20      768B      192B         -           -  GeForce GTX TIT         1         7         555           -                    -  transform_matrix(float**, float**, int, int, int) [4924]
893.27ms  5.5680us              (1 1 1)       (256 1 1)        14  2.0480KB        0B         -           -  GeForce GTX TIT         1       188         556           -                    -  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>) [4931]
893.28ms  1.7280us                    -               -         -         -         -        4B  2.3148MB/s  GeForce GTX TIT         1         7           -           -                    -  [CUDA memcpy DtoH]
893.35ms  7.8720us              (1 1 1)        (64 1 1)        20        4B        0B         -           -  GeForce GTX TIT         1         7         557           -                    -  normalizeRow(float**, float**, int, int) [4941]
893.40ms  131.20us              (1 1 1)        (64 1 1)        20      768B      192B         -           -  GeForce GTX TIT         1         7         558           -                    -  transform_matrix(float**, float**, int, int, int) [4948]
893.54ms  5.6970us              (1 1 1)       (256 1 1)        14  2.0480KB        0B         -           -  GeForce GTX TIT         1       189         559           -                    -  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>) [4955]
893.55ms  1.7600us                    -               -         -         -         -        4B  2.2727MB/s  GeForce GTX TIT         1         7           -           -                    -  [CUDA memcpy DtoH]
893.62ms  7.9040us              (1 1 1)        (64 1 1)        20        4B        0B         -           -  GeForce GTX TIT         1         7         560           -                    -  normalizeRow(float**, float**, int, int) [4965]
893.68ms  131.39us              (1 1 1)        (64 1 1)        20      768B      192B         -           -  GeForce GTX TIT         1         7         561           -                    -  transform_matrix(float**, float**, int, int, int) [4972]
893.82ms  5.7600us              (1 1 1)       (256 1 1)        14  2.0480KB        0B         -           -  GeForce GTX TIT         1       190         562           -                    -  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>) [4979]
893.83ms  1.7600us                    -               -         -         -         -        4B  2.2727MB/s  GeForce GTX TIT         1         7           -           -                    -  [CUDA memcpy DtoH]
893.90ms  7.9040us              (1 1 1)        (64 1 1)        20        4B        0B         -           -  GeForce GTX TIT         1         7         563           -                    -  normalizeRow(float**, float**, int, int) [4989]
893.96ms  131.17us              (1 1 1)        (64 1 1)        20      768B      192B         -           -  GeForce GTX TIT         1         7         564           -                    -  transform_matrix(float**, float**, int, int, int) [4996]
894.09ms  5.5360us              (1 1 1)       (256 1 1)        14  2.0480KB        0B         -           -  GeForce GTX TIT         1       191         565           -                    -  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>) [5003]
894.10ms  1.7600us                    -               -         -         -         -        4B  2.2727MB/s  GeForce GTX TIT         1         7           -           -                    -  [CUDA memcpy DtoH]
894.18ms  7.9040us              (1 1 1)        (64 1 1)        20        4B        0B         -           -  GeForce GTX TIT         1         7         566           -                    -  normalizeRow(float**, float**, int, int) [5013]
894.24ms  130.11us              (1 1 1)        (64 1 1)        20      768B      192B         -           -  GeForce GTX TIT         1         7         567           -                    -  transform_matrix(float**, float**, int, int, int) [5020]
894.40ms  6.0160us              (1 1 1)       (256 1 1)        14  2.0480KB        0B         -           -  GeForce GTX TIT         1       192         568           -                    -  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>) [5027]
894.41ms  2.0160us                    -               -         -         -         -        4B  1.9841MB/s  GeForce GTX TIT         1         7           -           -                    -  [CUDA memcpy DtoH]
894.48ms  8.1600us              (1 1 1)        (64 1 1)        20        4B        0B         -           -  GeForce GTX TIT         1         7         569           -                    -  normalizeRow(float**, float**, int, int) [5037]
894.54ms  131.11us              (1 1 1)        (64 1 1)        20      768B      192B         -           -  GeForce GTX TIT         1         7         570           -                    -  transform_matrix(float**, float**, int, int, int) [5044]
894.67ms  5.6000us              (1 1 1)       (256 1 1)        14  2.0480KB        0B         -           -  GeForce GTX TIT         1       193         571           -                    -  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>) [5051]
894.68ms  1.9200us                    -               -         -         -         -        4B  2.0833MB/s  GeForce GTX TIT         1         7           -           -                    -  [CUDA memcpy DtoH]
894.75ms  7.9040us              (1 1 1)        (64 1 1)        20        4B        0B         -           -  GeForce GTX TIT         1         7         572           -                    -  normalizeRow(float**, float**, int, int) [5061]
894.81ms  131.07us              (1 1 1)        (64 1 1)        20      768B      192B         -           -  GeForce GTX TIT         1         7         573           -                    -  transform_matrix(float**, float**, int, int, int) [5068]
894.94ms  5.6960us              (1 1 1)       (256 1 1)        14  2.0480KB        0B         -           -  GeForce GTX TIT         1       194         574           -                    -  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>) [5075]
894.95ms  1.7600us                    -               -         -         -         -        4B  2.2727MB/s  GeForce GTX TIT         1         7           -           -                    -  [CUDA memcpy DtoH]
895.02ms  7.9040us              (1 1 1)        (64 1 1)        20        4B        0B         -           -  GeForce GTX TIT         1         7         575           -                    -  normalizeRow(float**, float**, int, int) [5085]
895.07ms  131.52us              (1 1 1)        (64 1 1)        20      768B      192B         -           -  GeForce GTX TIT         1         7         576           -                    -  transform_matrix(float**, float**, int, int, int) [5092]
895.21ms  5.7280us              (1 1 1)       (256 1 1)        14  2.0480KB        0B         -           -  GeForce GTX TIT         1       195         577           -                    -  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>) [5099]
895.22ms  1.7600us                    -               -         -         -         -        4B  2.2727MB/s  GeForce GTX TIT         1         7           -           -                    -  [CUDA memcpy DtoH]
895.31ms  7.9360us              (1 1 1)        (64 1 1)        20        4B        0B         -           -  GeForce GTX TIT         1         7         578           -                    -  normalizeRow(float**, float**, int, int) [5109]
895.36ms  131.68us              (1 1 1)        (64 1 1)        20      768B      192B         -           -  GeForce GTX TIT         1         7         579           -                    -  transform_matrix(float**, float**, int, int, int) [5116]
895.50ms  5.4400us              (1 1 1)       (256 1 1)        14  2.0480KB        0B         -           -  GeForce GTX TIT         1       196         580           -                    -  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>) [5123]
895.51ms  1.7920us                    -               -         -         -         -        4B  2.2321MB/s  GeForce GTX TIT         1         7           -           -                    -  [CUDA memcpy DtoH]
895.58ms  7.9360us              (1 1 1)        (64 1 1)        20        4B        0B         -           -  GeForce GTX TIT         1         7         581           -                    -  normalizeRow(float**, float**, int, int) [5133]
895.64ms  131.14us              (1 1 1)        (64 1 1)        20      768B      192B         -           -  GeForce GTX TIT         1         7         582           -                    -  transform_matrix(float**, float**, int, int, int) [5140]
895.77ms  5.5040us              (1 1 1)       (256 1 1)        14  2.0480KB        0B         -           -  GeForce GTX TIT         1       197         583           -                    -  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>) [5147]
895.78ms  1.7600us                    -               -         -         -         -        4B  2.2727MB/s  GeForce GTX TIT         1         7           -           -                    -  [CUDA memcpy DtoH]
895.87ms  7.9360us              (1 1 1)        (64 1 1)        20        4B        0B         -           -  GeForce GTX TIT         1         7         584           -                    -  normalizeRow(float**, float**, int, int) [5157]
895.94ms  131.33us              (1 1 1)        (64 1 1)        20      768B      192B         -           -  GeForce GTX TIT         1         7         585           -                    -  transform_matrix(float**, float**, int, int, int) [5164]
896.08ms  5.6640us              (1 1 1)       (256 1 1)        14  2.0480KB        0B         -           -  GeForce GTX TIT         1       198         586           -                    -  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>) [5171]
896.09ms  1.7600us                    -               -         -         -         -        4B  2.2727MB/s  GeForce GTX TIT         1         7           -           -                    -  [CUDA memcpy DtoH]
896.14ms  3.3920us              (1 1 1)       (384 1 1)        17        0B        0B         -           -  GeForce GTX TIT         1       198         587           -                    -  void swap_kernel<float, int=0>(cublasSwapParams<float>) [5179]
896.15ms  3.2320us              (1 1 1)       (384 1 1)        17        0B        0B         -           -  GeForce GTX TIT         1       198         588           -                    -  void swap_kernel<float, int=0>(cublasSwapParams<float>) [5184]
896.24ms  7.9360us              (1 1 1)        (64 1 1)        20        4B        0B         -           -  GeForce GTX TIT         1         7         589           -                    -  normalizeRow(float**, float**, int, int) [5193]
896.30ms  132.26us              (1 1 1)        (64 1 1)        20      768B      192B         -           -  GeForce GTX TIT         1         7         590           -                    -  transform_matrix(float**, float**, int, int, int) [5200]
896.44ms  5.6960us              (1 1 1)       (256 1 1)        14  2.0480KB        0B         -           -  GeForce GTX TIT         1       199         591           -                    -  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>) [5207]
896.45ms  1.7600us                    -               -         -         -         -        4B  2.2727MB/s  GeForce GTX TIT         1         7           -           -                    -  [CUDA memcpy DtoH]
896.52ms  7.9050us              (1 1 1)        (64 1 1)        20        4B        0B         -           -  GeForce GTX TIT         1         7         592           -                    -  normalizeRow(float**, float**, int, int) [5217]
896.57ms  132.32us              (1 1 1)        (64 1 1)        20      768B      192B         -           -  GeForce GTX TIT         1         7         593           -                    -  transform_matrix(float**, float**, int, int, int) [5224]
896.71ms  5.5680us              (1 1 1)       (256 1 1)        14  2.0480KB        0B         -           -  GeForce GTX TIT         1       200         594           -                    -  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>) [5231]
896.72ms  1.7600us                    -               -         -         -         -        4B  2.2727MB/s  GeForce GTX TIT         1         7           -           -                    -  [CUDA memcpy DtoH]
896.79ms  7.9360us              (1 1 1)        (64 1 1)        20        4B        0B         -           -  GeForce GTX TIT         1         7         595           -                    -  normalizeRow(float**, float**, int, int) [5241]
896.85ms  131.94us              (1 1 1)        (64 1 1)        20      768B      192B         -           -  GeForce GTX TIT         1         7         596           -                    -  transform_matrix(float**, float**, int, int, int) [5248]
896.99ms  5.6320us              (1 1 1)       (256 1 1)        14  2.0480KB        0B         -           -  GeForce GTX TIT         1       201         597           -                    -  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>) [5255]
897.00ms  1.7920us                    -               -         -         -         -        4B  2.2321MB/s  GeForce GTX TIT         1         7           -           -                    -  [CUDA memcpy DtoH]
897.07ms  7.9360us              (1 1 1)        (64 1 1)        20        4B        0B         -           -  GeForce GTX TIT         1         7         598           -                    -  normalizeRow(float**, float**, int, int) [5265]
897.12ms  132.45us              (1 1 1)        (64 1 1)        20      768B      192B         -           -  GeForce GTX TIT         1         7         599           -                    -  transform_matrix(float**, float**, int, int, int) [5272]
897.26ms  5.7280us              (1 1 1)       (256 1 1)        14  2.0480KB        0B         -           -  GeForce GTX TIT         1       202         600           -                    -  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>) [5279]
897.26ms  1.7600us                    -               -         -         -         -        4B  2.2727MB/s  GeForce GTX TIT         1         7           -           -                    -  [CUDA memcpy DtoH]
897.34ms  7.9680us              (1 1 1)        (64 1 1)        20        4B        0B         -           -  GeForce GTX TIT         1         7         601           -                    -  normalizeRow(float**, float**, int, int) [5289]
897.39ms  132.55us              (1 1 1)        (64 1 1)        20      768B      192B         -           -  GeForce GTX TIT         1         7         602           -                    -  transform_matrix(float**, float**, int, int, int) [5296]
897.53ms  5.7920us              (1 1 1)       (256 1 1)        14  2.0480KB        0B         -           -  GeForce GTX TIT         1       203         603           -                    -  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>) [5303]
897.54ms  1.7600us                    -               -         -         -         -        4B  2.2727MB/s  GeForce GTX TIT         1         7           -           -                    -  [CUDA memcpy DtoH]
897.61ms  7.9360us              (1 1 1)        (64 1 1)        20        4B        0B         -           -  GeForce GTX TIT         1         7         604           -                    -  normalizeRow(float**, float**, int, int) [5313]
897.66ms  132.55us              (1 1 1)        (64 1 1)        20      768B      192B         -           -  GeForce GTX TIT         1         7         605           -                    -  transform_matrix(float**, float**, int, int, int) [5320]
897.79ms  5.8880us              (1 1 1)       (256 1 1)        14  2.0480KB        0B         -           -  GeForce GTX TIT         1       204         606           -                    -  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>) [5327]
897.80ms  1.7280us                    -               -         -         -         -        4B  2.3148MB/s  GeForce GTX TIT         1         7           -           -                    -  [CUDA memcpy DtoH]
897.87ms  7.9360us              (1 1 1)        (64 1 1)        20        4B        0B         -           -  GeForce GTX TIT         1         7         607           -                    -  normalizeRow(float**, float**, int, int) [5337]
897.93ms  130.95us              (1 1 1)        (64 1 1)        20      768B      192B         -           -  GeForce GTX TIT         1         7         608           -                    -  transform_matrix(float**, float**, int, int, int) [5344]
898.06ms  6.5920us                    -               -         -         -         -  16.384KB  2.4854GB/s  GeForce GTX TIT         1         7           -           -                    -  [CUDA memcpy DtoH]
898.88ms  4.9280us                    -               -         -         -         -  16.384KB  3.3247GB/s  GeForce GTX TIT         1         7           -           -                    -  [CUDA memcpy HtoD]
898.94ms  13.852ms              (1 1 1)        (66 1 1)        31        0B        0B         -           -  GeForce GTX TIT         1         7         609           -                    -  decomposeCholeskyKernel(float*, int) [5357]
912.80ms  25.778ms              (1 1 1)        (66 1 1)        30        0B        0B         -           -  GeForce GTX TIT         1         7         610           -                    -  inverseLowerKernel(float*, int) [5361]
938.58ms  12.176ms              (1 1 1)        (66 1 1)        33        0B        0B         -           -  GeForce GTX TIT         1         7         611           -                    -  multiplyLowerKernel(float*, int) [5365]
950.76ms  6.9120us                    -               -         -         -         -  16.384KB  2.3704GB/s  GeForce GTX TIT         1         7           -           -                    -  [CUDA memcpy DtoH]
951.66ms  4.9280us                    -               -         -         -         -  16.384KB  3.3247GB/s  GeForce GTX TIT         1         7           -           -                    -  [CUDA memcpy HtoD]
951.68ms  10.112us                    -               -         -         -         -  16.384KB  1.6203GB/s  GeForce GTX TIT         1         7           -           -                    -  [CUDA memcpy HtoD]
951.84ms  10.392ms              (1 1 1)         (1 1 1)        37        0B        0B         -           -  GeForce GTX TIT         1         7         612           -                    -  inverse_gauss_kernel(float**, float**, int) [5380]
951.92ms  10.944us             (64 1 1)       (256 1 1)        14  2.1800KB      124B         -           -  GeForce GTX TIT         1         0        -970         612              (0 0 0)  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>)
951.94ms  13.057us              (1 1 1)       (256 1 1)        14  2.1800KB      124B         -           -  GeForce GTX TIT         1         0        -971         612              (0 0 0)  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>)
951.99ms  7.0730us              (1 1 1)       (256 1 1)         8        0B      256B         -           -  GeForce GTX TIT         1         0        -972         612              (0 0 0)  void scal_kernel_val<float, float, int=0>(cublasScalParamsVal<float, float>)
952.02ms  7.4240us              (1 1 1)       (256 1 1)         8        0B      256B         -           -  GeForce GTX TIT         1         0        -973         612              (0 0 0)  void scal_kernel_val<float, float, int=0>(cublasScalParamsVal<float, float>)
952.04ms  38.273us              (1 1 1)        (64 1 1)        18      768B        0B         -           -  GeForce GTX TIT         1         0        -974         612              (0 0 0)  transform_matrix(float*, float*, int, int)
952.08ms  10.400us             (63 1 1)       (256 1 1)        14  2.1800KB      124B         -           -  GeForce GTX TIT         1         0        -975         612              (0 0 0)  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>)
952.10ms  11.616us              (1 1 1)       (256 1 1)        14  2.1800KB      124B         -           -  GeForce GTX TIT         1         0        -976         612              (0 0 0)  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>)
952.15ms  7.5200us              (1 1 1)       (256 1 1)         8        0B      256B         -           -  GeForce GTX TIT         1         0        -977         612              (0 0 0)  void scal_kernel_val<float, float, int=0>(cublasScalParamsVal<float, float>)
952.17ms  6.1440us              (1 1 1)       (256 1 1)         8        0B      256B         -           -  GeForce GTX TIT         1         0        -978         612              (0 0 0)  void scal_kernel_val<float, float, int=0>(cublasScalParamsVal<float, float>)
952.19ms  39.713us              (1 1 1)        (64 1 1)        18      768B        0B         -           -  GeForce GTX TIT         1         0        -979         612              (0 0 0)  transform_matrix(float*, float*, int, int)
952.24ms  8.8000us             (62 1 1)       (256 1 1)        14  2.1800KB      124B         -           -  GeForce GTX TIT         1         0        -980         612              (0 0 0)  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>)
952.25ms  12.320us              (1 1 1)       (256 1 1)        14  2.1800KB      124B         -           -  GeForce GTX TIT         1         0        -981         612              (0 0 0)  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>)
952.30ms  6.0800us              (1 1 1)       (256 1 1)         8        0B      256B         -           -  GeForce GTX TIT         1         0        -982         612              (0 0 0)  void scal_kernel_val<float, float, int=0>(cublasScalParamsVal<float, float>)
952.33ms  7.4560us              (1 1 1)       (256 1 1)         8        0B      256B         -           -  GeForce GTX TIT         1         0        -983         612              (0 0 0)  void scal_kernel_val<float, float, int=0>(cublasScalParamsVal<float, float>)
952.35ms  38.432us              (1 1 1)        (64 1 1)        18      768B        0B         -           -  GeForce GTX TIT         1         0        -984         612              (0 0 0)  transform_matrix(float*, float*, int, int)
952.39ms  8.4810us             (61 1 1)       (256 1 1)        14  2.1800KB      124B         -           -  GeForce GTX TIT         1         0        -985         612              (0 0 0)  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>)
952.41ms  11.232us              (1 1 1)       (256 1 1)        14  2.1800KB      124B         -           -  GeForce GTX TIT         1         0        -986         612              (0 0 0)  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>)
952.46ms  7.4890us              (1 1 1)       (256 1 1)         8        0B      256B         -           -  GeForce GTX TIT         1         0        -987         612              (0 0 0)  void scal_kernel_val<float, float, int=0>(cublasScalParamsVal<float, float>)
952.48ms  6.1760us              (1 1 1)       (256 1 1)         8        0B      256B         -           -  GeForce GTX TIT         1         0        -988         612              (0 0 0)  void scal_kernel_val<float, float, int=0>(cublasScalParamsVal<float, float>)
952.50ms  39.233us              (1 1 1)        (64 1 1)        18      768B        0B         -           -  GeForce GTX TIT         1         0        -989         612              (0 0 0)  transform_matrix(float*, float*, int, int)
952.54ms  8.4800us             (60 1 1)       (256 1 1)        14  2.1800KB      124B         -           -  GeForce GTX TIT         1         0        -990         612              (0 0 0)  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>)
952.56ms  12.512us              (1 1 1)       (256 1 1)        14  2.1800KB      124B         -           -  GeForce GTX TIT         1         0        -991         612              (0 0 0)  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>)
952.61ms  6.1120us              (1 1 1)       (256 1 1)         8        0B      256B         -           -  GeForce GTX TIT         1         0        -992         612              (0 0 0)  void scal_kernel_val<float, float, int=0>(cublasScalParamsVal<float, float>)
952.63ms  7.4240us              (1 1 1)       (256 1 1)         8        0B      256B         -           -  GeForce GTX TIT         1         0        -993         612              (0 0 0)  void scal_kernel_val<float, float, int=0>(cublasScalParamsVal<float, float>)
952.66ms  38.241us              (1 1 1)        (64 1 1)        18      768B        0B         -           -  GeForce GTX TIT         1         0        -994         612              (0 0 0)  transform_matrix(float*, float*, int, int)
